idade,tempo_de_emprego,tipo_moradia,tipo_moradia_id,objetivo_emprestimo,objetivo_emprestimo_id,montante_emprestimo,taxa_juros,renda_por_ano,porc_empr_renda_anual,class_risco_historico,class_risco_historico_id,inadimplencia_hist,qtd_anos_primeiro_emprestimo,risco_emprestimo
22,0.0,hipoteca,1,saude,5,35000,10.65,160000,0.22,B,1,0,4,0
25,1.0,propria,3,pessoal,2,5000,8.94,16400,0.3,A,0,0,4,1
23,6.0,propria,3,risco,4,4375,9.63,16500,0.27,B,1,0,4,1
25,6.0,alugada,0,pessoal,2,24750,14.22,49500,0.5,C,2,0,3,1
23,4.0,alugada,0,consolidacao_debito,0,24750,9.33,60000,0.41,B,1,0,3,1
24,8.0,alugada,0,saude,5,24500,13.85,84200,0.29,C,2,0,4,0
22,5.0,hipoteca,1,educacao,1,2000,10.65,16800,0.12,B,1,0,2,0
24,8.0,alugada,0,saude,5,24500,11.46,92000,0.27,B,1,0,4,0
23,5.0,hipoteca,1,pessoal,2,35000,7.66,160000,0.22,A,0,0,2,0
24,9.0,hipoteca,1,risco,4,12000,16.77,160000,0.07,E,4,0,4,0
25,1.0,hipoteca,1,pessoal,2,12000,9.63,160000,0.07,B,1,0,4,0
26,6.0,alugada,0,pessoal,2,25000,12.23,160000,0.16,C,2,1,4,0
25,0.0,hipoteca,1,saude,5,10000,14.09,125800,0.07,D,3,0,4,1
25,2.0,alugada,0,pessoal,2,24250,13.98,54000,0.45,C,2,0,4,1
23,1.0,alugada,0,educacao,1,24250,10.62,62500,0.39,B,1,0,4,1
25,9.0,alugada,0,pessoal,2,24250,17.56,68400,0.35,E,4,0,4,1
26,1.0,alugada,0,saude,5,24250,14.96,56045,0.37,D,3,0,2,1
22,7.0,alugada,0,consolidacao_debito,0,24250,15.65,74000,0.33,D,3,1,2,1
24,9.0,alugada,0,saude,5,24250,15.7,65453,0.31,D,3,0,2,1
24,1.0,alugada,0,risco,4,24250,12.53,89908,0.27,B,1,0,3,0
26,0.0,alugada,0,reformar_casa,3,24250,17.56,78000,0.31,E,4,1,3,1
23,0.0,alugada,0,pessoal,2,24250,12.87,100000,0.24,C,2,1,2,0
23,6.0,alugada,0,pessoal,2,24250,15.7,103000,0.24,D,3,0,2,0
25,2.0,hipoteca,1,educacao,1,9000,11.024070809144439,160000,0.06,A,0,0,3,0
25,5.0,propria,3,risco,4,15000,11.14,160000,0.09,B,1,0,4,0
24,3.0,hipoteca,1,risco,4,20000,16.0,160000,0.13,D,3,0,3,0
23,2.0,hipoteca,1,educacao,1,25000,15.65,160000,0.16,D,3,1,2,0
26,0.0,hipoteca,1,consolidacao_debito,0,13750,11.024070809144439,160000,0.09,C,2,0,4,0
21,3.0,hipoteca,1,risco,4,15250,15.31,160000,0.1,D,3,1,4,0
25,3.0,hipoteca,1,risco,4,20000,13.47,160000,0.13,C,2,1,2,0
22,0.0,hipoteca,1,reformar_casa,3,4750,13.85,16800,0.28,C,2,1,2,1
25,9.0,alugada,0,pessoal,2,24250,11.024070809144439,111996,0.22,D,3,0,3,0
21,0.0,hipoteca,1,risco,4,6000,10.39,16800,0.36,B,1,0,4,1
25,0.0,alugada,0,reformar_casa,3,24250,11.36,115200,0.21,B,1,0,2,0
23,0.0,alugada,0,educacao,1,24250,11.83,144000,0.17,B,1,0,3,0
22,1.0,alugada,0,reformar_casa,3,24150,14.96,108000,0.22,D,3,1,3,1
22,7.0,alugada,0,consolidacao_debito,0,24000,13.85,43000,0.56,C,2,1,3,1
23,1.0,alugada,0,risco,4,24000,11.58,47004,0.51,B,1,0,4,1
24,4.0,alugada,0,risco,4,24000,16.29,48000,0.5,D,3,1,2,1
26,4.0,alugada,0,saude,5,24000,11.024070809144439,48000,0.5,A,0,0,3,1
21,2.0,alugada,0,educacao,1,24000,16.29,44964,0.53,D,3,1,2,1
24,3.0,alugada,0,pessoal,2,24000,17.8,47000,0.51,F,5,0,2,1
22,6.0,hipoteca,1,risco,4,1000,11.36,17400,0.06,B,1,0,2,0
22,2.0,alugada,0,saude,5,24000,17.56,49000,0.49,E,4,0,4,1
26,0.0,alugada,0,pessoal,2,24000,7.9,60000,0.4,A,0,0,4,1
25,3.0,alugada,0,pessoal,2,24000,10.99,60000,0.4,B,1,0,4,1
22,0.0,alugada,0,pessoal,2,24000,7.29,60000,0.4,A,0,0,3,1
21,5.0,alugada,0,saude,5,24000,10.75,60000,0.4,B,1,0,2,1
26,9.0,alugada,0,consolidacao_debito,0,24000,7.9,62004,0.39,A,0,0,3,1
22,3.0,alugada,0,educacao,1,24000,14.84,62400,0.38,D,3,0,2,1
26,10.0,alugada,0,consolidacao_debito,0,24000,11.024070809144439,65000,0.37,A,0,0,2,1
22,6.0,hipoteca,1,educacao,1,4975,11.024070809144439,17760,0.28,C,2,1,3,1
23,5.0,alugada,0,consolidacao_debito,0,24000,19.69,59000,0.41,E,4,1,2,1
23,6.0,alugada,0,risco,4,24000,11.024070809144439,66000,0.36,A,0,0,4,1
24,0.0,alugada,0,risco,4,24000,14.96,60000,0.4,D,3,0,4,1
25,9.0,alugada,0,educacao,1,24000,6.99,66143,0.36,A,0,0,3,1
22,3.0,alugada,0,pessoal,2,24000,16.45,62250,0.39,E,4,1,4,1
24,8.0,alugada,0,educacao,1,24000,10.99,70000,0.34,B,1,0,4,1
23,7.0,alugada,0,consolidacao_debito,0,24000,10.99,74000,0.32,B,1,0,2,1
22,3.0,propria,3,pessoal,2,3000,7.9,18000,0.17,A,0,0,4,1
22,6.0,alugada,0,educacao,1,24000,12.69,75000,0.32,B,1,0,4,1
24,9.0,alugada,0,saude,5,24000,10.37,75000,0.32,B,1,0,3,1
24,7.0,alugada,0,reformar_casa,3,24000,11.024070809144439,75000,0.32,C,2,0,3,1
26,0.0,alugada,0,consolidacao_debito,0,24000,15.83,69000,0.35,F,5,0,3,1
23,4.0,alugada,0,pessoal,2,24000,13.92,78000,0.31,C,2,0,3,1
24,2.0,alugada,0,saude,5,24000,10.25,80000,0.3,B,1,0,2,0
22,1.0,propria,3,reformar_casa,3,3500,7.49,18000,0.19,A,0,0,4,1
23,3.0,propria,3,educacao,1,4000,5.99,18000,0.22,A,0,0,2,1
23,6.0,alugada,0,pessoal,2,24000,12.92,74700,0.32,D,3,0,2,1
26,3.0,alugada,0,pessoal,2,24000,11.58,88596,0.27,B,1,0,3,0
25,4.0,alugada,0,educacao,1,24000,8.9,95000,0.25,A,0,0,2,0
22,6.0,alugada,0,consolidacao_debito,0,24000,19.69,83000,0.29,E,4,0,3,1
25,9.0,alugada,0,risco,4,24000,6.54,95000,0.25,A,0,0,4,0
21,3.0,propria,3,reformar_casa,3,4900,14.54,18000,0.27,D,3,1,4,1
26,5.0,alugada,0,pessoal,2,24000,12.73,100000,0.24,C,2,0,4,0
24,7.0,alugada,0,risco,4,24000,15.62,110000,0.22,D,3,0,4,0
24,0.0,propria,3,reformar_casa,3,6250,6.54,18000,0.35,A,0,0,4,1
22,7.0,alugada,0,consolidacao_debito,0,24000,11.024070809144439,98000,0.24,F,5,1,2,1
26,6.0,alugada,0,consolidacao_debito,0,24000,20.03,103872,0.23,G,6,0,4,1
22,4.0,alugada,0,educacao,1,24000,9.91,120000,0.2,B,1,0,4,0
24,1.0,alugada,0,risco,4,24000,12.69,120000,0.2,B,1,0,4,0
26,9.0,alugada,0,educacao,1,24000,20.16,108000,0.22,G,6,0,3,1
24,4.0,alugada,0,pessoal,2,24000,16.49,124080,0.19,D,3,1,4,0
23,1.0,hipoteca,1,saude,5,2500,15.95,18000,0.14,D,3,0,2,1
24,7.0,alugada,0,consolidacao_debito,0,24000,11.49,130000,0.18,B,1,0,3,0
25,8.0,alugada,0,pessoal,2,24000,10.99,135000,0.18,B,1,0,2,0
24,4.0,alugada,0,reformar_casa,3,24000,13.79,135000,0.18,C,2,0,2,0
23,2.0,alugada,0,saude,5,24000,20.03,114750,0.18,G,6,1,3,1
23,0.0,alugada,0,educacao,1,24000,7.49,150000,0.16,A,0,0,4,0
23,7.0,alugada,0,consolidacao_debito,0,24000,16.0,138000,0.17,D,3,1,2,1
24,6.0,propria,3,pessoal,2,13000,7.88,18000,0.72,A,0,0,3,1
21,0.0,propria,3,risco,4,6250,10.62,18000,0.35,B,1,0,4,1
26,7.0,alugada,0,consolidacao_debito,0,24000,10.99,155000,0.15,B,1,0,4,0
26,1.0,alugada,0,educacao,1,24000,18.3,148000,0.16,F,5,0,2,1
26,3.0,alugada,0,consolidacao_debito,0,24000,11.024070809144439,170000,0.14,C,2,1,2,0
21,1.0,propria,3,pessoal,2,2500,11.36,18000,0.14,B,1,0,3,0
24,8.0,alugada,0,reformar_casa,3,23975,11.024070809144439,43896,0.55,B,1,0,2,1
23,4.0,alugada,0,saude,5,23750,13.47,120000,0.2,C,2,0,2,0
24,2.0,alugada,0,pessoal,2,23600,11.89,54996,0.43,B,1,0,3,1
24,0.0,hipoteca,1,consolidacao_debito,0,10000,12.18,18000,0.56,B,1,0,2,1
25,9.0,alugada,0,consolidacao_debito,0,23600,13.49,102000,0.23,C,2,0,4,0
23,3.0,alugada,0,pessoal,2,23575,14.5,75000,0.31,E,4,0,4,1
22,2.0,propria,3,saude,5,4000,11.024070809144439,18000,0.22,C,2,0,2,1
22,1.0,propria,3,saude,5,5400,15.31,18000,0.3,D,3,1,2,1
25,1.0,hipoteca,1,saude,5,4000,11.024070809144439,18000,0.22,B,1,0,3,1
21,5.0,propria,3,risco,4,3375,11.024070809144439,18000,0.19,B,1,0,2,1
22,1.0,alugada,0,risco,4,23400,7.49,66960,0.35,A,0,0,2,1
22,7.0,alugada,0,pessoal,2,23000,11.024070809144439,43385,0.53,C,2,0,3,1
25,3.0,alugada,0,educacao,1,23000,11.024070809144439,56544,0.41,B,1,0,2,1
23,2.0,alugada,0,risco,4,23000,12.18,60000,0.38,B,1,0,4,1
24,3.0,hipoteca,1,risco,4,1200,11.34,18000,0.07,C,2,1,4,0
25,9.0,alugada,0,educacao,1,23000,9.91,63208,0.36,B,1,0,3,1
24,0.0,alugada,0,reformar_casa,3,23000,11.99,65000,0.35,B,1,0,4,1
23,7.0,alugada,0,educacao,1,23000,9.62,68000,0.34,B,1,0,2,1
22,1.0,propria,3,consolidacao_debito,0,3000,9.96,18000,0.17,B,1,0,3,1
25,9.0,alugada,0,risco,4,23000,11.024070809144439,80000,0.29,C,2,0,2,0
24,1.0,alugada,0,risco,4,23000,14.54,88000,0.26,D,3,0,2,1
22,5.0,alugada,0,saude,5,22750,11.36,58600,0.39,B,1,0,4,1
23,7.0,alugada,0,consolidacao_debito,0,22500,14.27,70000,0.32,C,2,0,2,1
24,3.0,propria,3,reformar_casa,3,3000,11.99,18287,0.16,B,1,0,3,1
26,2.0,alugada,0,educacao,1,22500,18.99,69846,0.32,F,5,1,2,1
24,0.0,alugada,0,risco,4,22400,16.7,73000,0.31,E,4,1,4,1
24,8.0,hipoteca,1,pessoal,2,5000,9.32,18500,0.27,A,0,0,3,1
23,2.0,alugada,0,consolidacao_debito,0,22250,12.69,35000,0.64,B,1,0,3,1
25,9.0,alugada,0,reformar_casa,3,22000,13.11,43000,0.51,C,2,0,2,1
25,4.0,alugada,0,pessoal,2,22000,10.74,52000,0.42,B,1,0,2,1
21,0.0,hipoteca,1,pessoal,2,4200,14.11,18701,0.22,D,3,1,4,1
22,6.0,alugada,0,educacao,1,22000,9.63,57000,0.39,B,1,0,3,1
25,0.0,alugada,0,saude,5,22000,14.65,58000,0.38,C,2,0,2,1
23,6.0,alugada,0,consolidacao_debito,0,22000,10.25,60000,0.37,B,1,0,4,1
24,3.0,alugada,0,risco,4,22000,14.26,60000,0.37,C,2,1,2,1
25,5.0,hipoteca,1,educacao,1,3000,9.91,18840,0.16,B,1,0,2,1
26,7.0,alugada,0,saude,5,22000,17.19,56000,0.39,E,4,0,3,1
22,3.0,alugada,0,educacao,1,22000,11.36,70000,0.31,B,1,0,4,1
22,1.0,alugada,0,educacao,1,22000,11.024070809144439,66000,0.33,F,5,0,2,1
23,3.0,alugada,0,consolidacao_debito,0,22000,10.59,74064,0.3,B,1,0,3,0
24,5.0,alugada,0,educacao,1,22000,9.25,76597,0.29,B,1,0,2,0
22,6.0,propria,3,saude,5,3625,8.49,19000,0.19,A,0,0,3,1
26,0.0,alugada,0,risco,4,22000,6.54,77000,0.29,A,0,0,3,0
21,5.0,propria,3,saude,5,6000,8.49,19000,0.32,A,0,0,3,1
24,0.0,alugada,0,saude,5,22000,11.024070809144439,80000,0.28,A,0,0,4,0
26,10.0,alugada,0,risco,4,22000,12.69,82600,0.27,B,1,0,2,0
24,3.0,propria,3,saude,5,7400,13.85,19000,0.39,C,2,0,2,1
25,3.0,propria,3,consolidacao_debito,0,4000,7.4,19000,0.21,A,0,0,3,1
23,3.0,alugada,0,consolidacao_debito,0,22000,11.71,84000,0.26,B,1,0,4,0
25,8.0,alugada,0,pessoal,2,22000,11.48,77650,0.28,B,1,0,3,1
25,1.0,alugada,0,educacao,1,22000,17.51,82000,0.27,E,4,0,2,1
21,0.0,hipoteca,1,consolidacao_debito,0,3500,14.61,19012,0.18,D,3,0,3,1
23,3.0,alugada,0,consolidacao_debito,0,22000,7.88,99996,0.22,A,0,0,4,0
23,0.0,alugada,0,pessoal,2,22000,11.024070809144439,110000,0.2,B,1,0,3,0
22,6.0,hipoteca,1,pessoal,2,4950,11.71,19200,0.26,B,1,0,2,1
25,4.0,alugada,0,pessoal,2,21700,11.99,57000,0.38,B,1,0,2,1
24,5.0,alugada,0,risco,4,21600,13.49,54000,0.4,C,2,0,2,1
23,8.0,alugada,0,saude,5,21600,21.21,56000,0.39,G,6,1,4,1
26,2.0,alugada,0,consolidacao_debito,0,21600,14.35,63000,0.34,C,2,1,3,1
22,3.0,alugada,0,pessoal,2,21600,13.61,82000,0.26,C,2,1,3,0
22,6.0,alugada,0,consolidacao_debito,0,21600,11.26,78000,0.28,B,1,0,3,1
22,0.0,propria,3,risco,4,2400,10.59,19200,0.13,B,1,0,3,0
24,8.0,alugada,0,saude,5,21600,7.9,112140,0.19,A,0,0,2,0
25,4.0,propria,3,educacao,1,3000,11.99,19200,0.16,B,1,0,4,1
24,5.0,alugada,0,saude,5,21500,16.89,59000,0.36,D,3,0,3,1
24,5.0,alugada,0,reformar_casa,3,21500,9.99,70000,0.31,B,1,0,3,1
24,5.0,alugada,0,educacao,1,21500,15.33,116000,0.19,D,3,1,3,0
25,5.0,alugada,0,educacao,1,21450,7.29,60000,0.36,A,0,0,4,1
22,5.0,alugada,0,consolidacao_debito,0,21250,12.42,31000,0.69,B,1,0,3,1
25,5.0,alugada,0,risco,4,21250,10.99,47052,0.45,B,1,0,2,1
25,9.0,alugada,0,risco,4,21250,6.91,51060,0.42,A,0,0,2,1
22,6.0,hipoteca,1,consolidacao_debito,0,5000,14.17,19200,0.26,C,2,1,2,1
22,3.0,alugada,0,saude,5,21250,10.25,53000,0.4,B,1,0,3,1
26,0.0,propria,3,educacao,1,9250,11.024070809144439,19200,0.48,B,1,0,2,1
24,8.0,alugada,0,risco,4,21250,15.95,56000,0.38,D,3,1,3,1
24,4.0,alugada,0,educacao,1,21250,15.95,65000,0.33,D,3,1,4,1
21,3.0,alugada,0,risco,4,21000,12.53,35000,0.6,B,1,0,4,1
22,6.0,hipoteca,1,reformar_casa,3,1400,14.91,19200,0.07,D,3,1,4,1
23,7.0,hipoteca,1,saude,5,3000,11.024070809144439,19200,0.16,A,0,0,4,1
26,3.0,alugada,0,saude,5,21000,6.54,40000,0.53,A,0,0,4,1
25,2.0,propria,3,risco,4,1000,11.024070809144439,19200,0.05,B,1,0,3,0
26,0.0,alugada,0,saude,5,21000,17.26,42000,0.5,F,5,1,4,1
23,2.0,alugada,0,saude,5,21000,11.36,63000,0.33,B,1,0,2,1
26,5.0,hipoteca,1,risco,4,4000,7.51,19200,0.21,A,0,0,4,1
22,2.0,alugada,0,pessoal,2,21000,10.71,59000,0.36,B,1,0,3,1
22,3.0,alugada,0,pessoal,2,21000,13.98,70500,0.3,C,2,1,4,0
26,11.0,alugada,0,consolidacao_debito,0,21000,14.09,65219,0.32,D,3,0,3,1
22,2.0,alugada,0,educacao,1,21000,10.0,75000,0.28,B,1,0,3,0
22,3.0,hipoteca,1,saude,5,5000,15.33,19200,0.26,D,3,0,3,1
25,9.0,alugada,0,saude,5,21000,16.32,62047,0.29,E,4,1,4,1
24,8.0,alugada,0,reformar_casa,3,21000,7.9,79000,0.27,A,0,0,2,0
23,3.0,alugada,0,saude,5,21000,11.99,80000,0.26,B,1,0,3,0
24,8.0,alugada,0,saude,5,21000,10.75,84000,0.25,B,1,0,4,0
26,3.0,alugada,0,reformar_casa,3,21000,13.92,85000,0.25,C,2,0,3,0
22,1.0,alugada,0,educacao,1,21000,9.91,93000,0.23,B,1,0,3,0
26,10.0,alugada,0,educacao,1,21000,16.95,81000,0.26,E,4,1,3,1
26,1.0,alugada,0,educacao,1,21000,7.9,97000,0.22,A,0,0,3,0
26,3.0,alugada,0,educacao,1,21000,11.024070809144439,97000,0.22,C,2,1,3,0
25,2.0,alugada,0,pessoal,2,21000,16.49,100000,0.21,D,3,1,3,1
26,0.0,outro,2,pessoal,2,7500,11.97,19200,0.39,C,2,1,2,1
26,5.0,alugada,0,reformar_casa,3,21000,8.9,125000,0.17,A,0,0,2,0
25,9.0,alugada,0,educacao,1,21000,12.99,125000,0.17,C,2,1,3,0
23,2.0,alugada,0,pessoal,2,20900,12.69,82000,0.25,B,1,0,2,0
21,0.0,hipoteca,1,educacao,1,15000,9.64,19500,0.77,B,1,0,2,1
26,7.0,alugada,0,risco,4,20500,7.49,50000,0.41,A,0,0,3,1
23,2.0,alugada,0,educacao,1,20500,13.16,70000,0.29,C,2,1,3,0
22,1.0,propria,3,educacao,1,2100,8.38,19800,0.11,A,0,0,4,0
23,7.0,alugada,0,pessoal,2,20375,7.49,54000,0.38,A,0,0,2,1
26,10.0,alugada,0,educacao,1,20050,9.76,26000,0.77,B,1,0,2,1
24,1.0,alugada,0,consolidacao_debito,0,20000,10.99,33000,0.61,B,1,0,3,1
23,0.0,propria,3,pessoal,2,5000,11.71,20000,0.25,B,1,0,4,0
22,6.0,propria,3,pessoal,2,9250,10.65,20000,0.46,B,1,0,4,0
24,1.0,alugada,0,saude,5,20000,12.53,35364,0.57,B,1,0,4,1
25,4.0,alugada,0,saude,5,20000,14.59,38000,0.53,D,3,0,4,1
23,3.0,alugada,0,consolidacao_debito,0,20000,12.61,32000,0.63,D,3,0,4,1
25,6.0,alugada,0,saude,5,20000,13.11,38004,0.53,C,2,0,2,1
23,2.0,hipoteca,1,saude,5,6400,10.65,20000,0.32,B,1,0,4,0
25,9.0,alugada,0,pessoal,2,20000,11.22,38556,0.52,C,2,1,4,1
23,1.0,alugada,0,educacao,1,20000,16.0,32900,0.61,D,3,0,2,1
25,10.0,alugada,0,reformar_casa,3,20000,8.88,34000,0.59,B,1,0,4,1
24,4.0,alugada,0,pessoal,2,20000,12.53,40000,0.5,B,1,0,3,1
21,5.0,alugada,0,saude,5,20000,11.024070809144439,36000,0.56,D,3,1,2,1
26,5.0,hipoteca,1,saude,5,4800,5.99,20000,0.24,A,0,0,3,0
25,2.0,alugada,0,educacao,1,20000,13.47,42000,0.48,C,2,0,4,1
22,7.0,alugada,0,risco,4,20000,6.99,42224,0.47,A,0,0,4,1
25,0.0,propria,3,pessoal,2,5650,15.99,20000,0.28,D,3,1,2,0
23,7.0,hipoteca,1,educacao,1,3625,11.024070809144439,20000,0.18,C,2,1,3,0
22,6.0,alugada,0,consolidacao_debito,0,20000,16.69,37212,0.54,E,4,0,3,1
25,9.0,alugada,0,saude,5,20000,11.11,38000,0.53,B,1,0,4,1
22,0.0,alugada,0,educacao,1,20000,7.9,45000,0.44,A,0,0,4,1
23,4.0,alugada,0,pessoal,2,20000,10.25,45000,0.44,B,1,0,2,1
24,8.0,alugada,0,saude,5,20000,11.024070809144439,45000,0.44,E,4,0,2,1
23,7.0,propria,3,saude,5,1200,7.49,20000,0.06,A,0,0,3,0
22,1.0,alugada,0,consolidacao_debito,0,20000,13.92,45000,0.44,C,2,1,3,1
24,5.0,alugada,0,saude,5,20000,14.74,39000,0.51,D,3,0,2,1
24,5.0,alugada,0,educacao,1,20000,10.62,46500,0.43,B,1,0,2,1
22,7.0,alugada,0,risco,4,20000,10.65,48000,0.42,B,1,0,3,1
22,1.0,alugada,0,pessoal,2,20000,12.99,42000,0.48,D,3,0,3,1
22,1.0,alugada,0,risco,4,20000,11.36,48500,0.41,B,1,0,4,1
22,3.0,propria,3,educacao,1,7500,5.79,20000,0.38,A,0,0,4,0
23,0.0,alugada,0,educacao,1,20000,6.54,49400,0.4,A,0,0,4,1
25,1.0,hipoteca,1,risco,4,4000,5.79,20000,0.2,A,0,0,2,0
25,10.0,alugada,0,consolidacao_debito,0,20000,7.49,50000,0.4,A,0,0,3,1
25,9.0,alugada,0,educacao,1,20000,13.43,50000,0.4,C,2,0,2,1
22,6.0,alugada,0,consolidacao_debito,0,20000,13.22,50000,0.4,C,2,0,2,1
22,1.0,propria,3,risco,4,5000,14.72,20000,0.25,C,2,0,3,0
22,2.0,alugada,0,educacao,1,20000,15.68,44000,0.45,E,4,0,4,1
24,6.0,alugada,0,saude,5,20000,11.024070809144439,50866,0.39,B,1,0,3,1
25,5.0,alugada,0,reformar_casa,3,20000,11.48,50950,0.39,B,1,0,3,1
24,8.0,alugada,0,risco,4,20000,10.38,51000,0.39,B,1,0,3,1
22,5.0,alugada,0,educacao,1,20000,12.53,51000,0.39,B,1,0,3,1
22,0.0,alugada,0,educacao,1,20000,13.47,51000,0.39,C,2,0,2,1
24,6.0,alugada,0,risco,4,20000,12.21,51500,0.39,B,1,0,4,1
25,9.0,alugada,0,risco,4,20000,10.99,51996,0.38,B,1,0,3,1
25,1.0,alugada,0,educacao,1,20000,11.36,52000,0.38,B,1,0,4,1
22,2.0,alugada,0,consolidacao_debito,0,20000,16.0,46000,0.43,D,3,1,4,1
26,1.0,hipoteca,1,pessoal,2,1500,7.74,20000,0.07,A,0,0,3,0
24,8.0,alugada,0,educacao,1,20000,15.65,52000,0.38,D,3,1,2,1
25,9.0,alugada,0,consolidacao_debito,0,20000,11.78,46000,0.43,C,2,1,2,1
24,9.0,alugada,0,reformar_casa,3,20000,11.024070809144439,52559,0.38,B,1,0,3,1
22,5.0,alugada,0,saude,5,20000,16.77,47000,0.43,D,3,0,3,1
22,2.0,alugada,0,educacao,1,20000,9.91,54000,0.37,B,1,0,4,1
23,7.0,alugada,0,saude,5,20000,15.65,48000,0.42,D,3,0,4,1
23,0.0,alugada,0,saude,5,20000,14.96,48000,0.42,D,3,0,3,1
23,1.0,alugada,0,risco,4,20000,11.83,54000,0.37,B,1,0,4,1
24,0.0,alugada,0,saude,5,20000,11.66,48912,0.41,C,2,0,4,1
26,8.0,alugada,0,educacao,1,20000,12.18,54996,0.36,B,1,0,4,1
24,8.0,alugada,0,reformar_casa,3,20000,6.91,55000,0.36,A,0,0,2,1
25,3.0,alugada,0,consolidacao_debito,0,20000,6.91,55000,0.36,A,0,0,3,1
26,0.0,alugada,0,reformar_casa,3,20000,19.79,49000,0.41,F,5,0,3,1
25,0.0,alugada,0,risco,4,20000,9.88,55000,0.36,B,1,0,4,1
22,0.0,hipoteca,1,pessoal,2,16600,9.76,20000,0.83,B,1,0,3,0
23,5.0,alugada,0,consolidacao_debito,0,20000,12.53,55000,0.36,B,1,0,2,1
25,7.0,alugada,0,risco,4,20000,11.024070809144439,55200,0.36,B,1,0,4,1
23,6.0,hipoteca,1,pessoal,2,7125,6.99,20004,0.36,A,0,0,2,0
23,3.0,alugada,0,educacao,1,20000,16.89,57000,0.35,D,3,0,2,1
22,1.0,alugada,0,pessoal,2,20000,17.49,51012,0.39,D,3,1,4,1
23,2.0,hipoteca,1,educacao,1,2500,16.82,20004,0.12,E,4,1,2,0
26,4.0,hipoteca,1,reformar_casa,3,3600,11.024070809144439,20004,0.18,B,1,0,2,0
22,0.0,alugada,0,consolidacao_debito,0,20000,13.11,58000,0.34,C,2,0,2,1
23,7.0,alugada,0,consolidacao_debito,0,20000,7.66,58800,0.34,A,0,0,3,1
26,10.0,alugada,0,saude,5,20000,6.17,59000,0.34,A,0,0,3,1
26,1.0,alugada,0,pessoal,2,20000,16.35,53000,0.38,E,4,1,4,1
23,7.0,alugada,0,saude,5,20000,7.9,60000,0.33,A,0,0,2,1
24,2.0,alugada,0,risco,4,20000,16.49,54000,0.37,D,3,0,2,1
21,5.0,propria,3,risco,4,3550,11.024070809144439,20245,0.18,A,0,0,4,0
26,5.0,hipoteca,1,reformar_casa,3,7000,8.0,20280,0.35,A,0,0,2,0
24,0.0,alugada,0,pessoal,2,20000,10.99,60000,0.33,B,1,0,2,1
24,3.0,propria,3,risco,4,7750,6.91,20352,0.38,A,0,0,3,0
25,6.0,alugada,0,pessoal,2,20000,8.88,54000,0.37,B,1,0,3,1
24,8.0,alugada,0,risco,4,20000,11.024070809144439,60000,0.33,A,0,0,4,1
23,6.0,alugada,0,consolidacao_debito,0,20000,14.84,54000,0.37,D,3,1,3,1
23,2.0,alugada,0,pessoal,2,20000,11.12,54000,0.37,B,1,0,2,1
22,4.0,alugada,0,educacao,1,20000,7.88,60000,0.33,A,0,0,3,1
25,2.0,alugada,0,educacao,1,20000,11.024070809144439,60000,0.33,B,1,0,2,1
22,6.0,hipoteca,1,educacao,1,6000,15.99,20400,0.29,D,3,1,4,0
24,5.0,hipoteca,1,consolidacao_debito,0,5500,10.99,20400,0.27,B,1,0,4,0
25,9.0,alugada,0,educacao,1,20000,11.024070809144439,60000,0.33,B,1,0,3,1
25,1.0,alugada,0,pessoal,2,20000,15.65,54000,0.37,D,3,1,3,1
24,1.0,alugada,0,pessoal,2,20000,17.04,54000,0.37,E,4,1,3,1
23,3.0,alugada,0,educacao,1,20000,12.21,60000,0.33,B,1,0,2,1
21,2.0,propria,3,educacao,1,1275,15.23,20400,0.06,C,2,1,3,0
25,1.0,alugada,0,consolidacao_debito,0,20000,14.11,54000,0.37,D,3,0,4,1
24,0.0,alugada,0,pessoal,2,20000,11.14,60000,0.33,B,1,0,2,1
21,5.0,propria,3,saude,5,2400,11.49,20400,0.12,B,1,0,4,0
24,8.0,alugada,0,pessoal,2,20000,13.87,60000,0.33,D,3,0,4,1
26,3.0,alugada,0,reformar_casa,3,20000,10.08,60000,0.33,B,1,0,4,1
23,1.0,alugada,0,pessoal,2,20000,16.7,54504,0.37,E,4,1,4,1
24,2.0,alugada,0,risco,4,20000,18.64,55000,0.36,E,4,0,2,1
24,2.0,alugada,0,reformar_casa,3,20000,12.18,61000,0.33,B,1,0,4,1
22,0.0,propria,3,consolidacao_debito,0,3800,11.024070809144439,20400,0.19,D,3,1,3,0
25,3.0,alugada,0,saude,5,20000,6.54,62000,0.32,A,0,0,3,1
24,3.0,alugada,0,educacao,1,20000,14.61,56000,0.36,D,3,1,4,1
21,4.0,alugada,0,risco,4,20000,17.39,56000,0.36,E,4,1,3,1
24,8.0,alugada,0,reformar_casa,3,20000,11.12,62400,0.32,B,1,0,2,1
25,7.0,alugada,0,risco,4,20000,11.48,62400,0.32,B,1,0,2,1
25,3.0,alugada,0,saude,5,20000,12.42,63000,0.32,B,1,0,3,1
26,0.0,alugada,0,consolidacao_debito,0,20000,10.25,58000,0.34,B,1,0,2,1
23,0.0,alugada,0,saude,5,20000,10.65,65000,0.31,B,1,0,3,1
24,0.0,propria,3,pessoal,2,5000,16.29,20800,0.24,D,3,1,3,0
23,0.0,alugada,0,saude,5,20000,10.37,65000,0.31,B,1,0,2,1
23,7.0,alugada,0,risco,4,20000,11.49,65000,0.31,B,1,0,3,1
